id,dt,car_value,loan_amount,ltv,term_meses,taxa_mensal,parcela_mensal,pti,idade,renda_mensal,score_interno,utilizacao_limite,atraso_antes_30d,atraso_antes_60d,canal,pd_proxy,risk_band,cluster_true
887,2023-10-01,51190.110089552436,41742.2502456198,0.86,24,0.008,2006.4108284727918,0.5760139859926253,30,3483.2675547195477,833,0.3460585358143984,0,0,digital,0.0008201634617535209,baixo,A
888,2022-08-01,70586.16231447614,66445.51314074629,0.9116692505994451,48,0.019493157520408498,2420.4678071071003,0.8,41,3008.1670541263343,594,0.5872658077378533,1,0,agencia,0.04949649507771161,medio,B
889,2022-02-01,106594.50025270761,94070.6936941245,0.8681127701903428,36,0.010960663574225628,3437.936605457053,0.5434978306013649,24,6325.575580776604,618,0.7983228650363164,0,0,agencia,0.006304908964843149,baixo,B
890,2023-03-01,78015.37495263338,67977.76400038443,0.8643515127852321,36,0.010024442082943764,2433.4225487527992,0.469465713444027,52,5183.387154944871,671,0.3563218489197957,0,0,digital,0.0037511542592461645,baixo,B
891,2024-06-01,51404.74769487917,38561.660759454986,0.7493915182164791,36,0.008,1317.951872178706,0.1962685482664197,36,6715.043667565555,740,0.11509922612165605,0,0,digital,0.0003054484982875742,baixo,A
892,2024-10-01,125741.15325327365,123270.86632455817,0.982491029706551,48,0.013357985605583017,3885.463414789252,0.18875383030169146,44,20584.818907139463,719,0.4507413230232722,0,0,digital,0.0025101674041480807,baixo,C
893,2023-01-01,86724.90636894194,86589.64503161007,0.9751806825869277,48,0.010962861068450567,2563.367136916937,0.21726576123750366,38,11798.30232944434,791,0.5893680056291255,0,0,parceiro,0.0014684452717094716,baixo,C
894,2022-11-01,117389.1445031258,101917.13060905488,0.8820565571598646,36,0.008,3483.301041705031,0.420398225841119,42,8285.717749488014,723,0.7585289997693003,0,0,parceiro,0.0017906783907078398,baixo,B
895,2022-09-01,61148.15460088608,54352.125364402644,0.88870658863202,60,0.008,1253.7223584055544,0.16541733469907555,40,7579.1473770648345,719,0.2669431470806786,0,0,digital,0.0007593708353568231,baixo,B
896,2022-05-01,69273.68441157961,53838.32727068932,0.7491113317689231,24,0.008,2587.8289308111334,0.3203205619533726,23,8078.872349093313,839,0.32360586293406296,0,0,parceiro,0.00022513445783906214,baixo,A
897,2024-08-01,105000.0,87608.74279467478,0.8183405143622994,36,0.008,2994.272142626885,0.5588710920364035,25,5357.715196390665,815,0.45888003502607466,0,0,digital,0.000793552851984265,baixo,A
898,2022-10-01,163577.9605150674,166212.37667554195,0.95,48,0.010587794051485633,4870.615777845998,0.26297248178548127,34,18521.389556718652,716,0.32021211419233,0,0,parceiro,0.002782681616025036,baixo,C
899,2022-06-01,62034.50594747906,59356.38944111689,0.9477539233434523,48,0.021779125604744497,2270.775655555707,0.3741181728343157,37,6069.67482587743,569,0.97290865497877,0,1,agencia,0.04577348632609509,medio,B
900,2023-10-01,88328.33108582348,93995.29406448935,1.1167931817828853,48,0.011820129427754459,2847.064526163879,0.17555529801737016,43,16217.479952568441,696,0.38407153779861264,0,0,agencia,0.002221475549465618,baixo,C
901,2024-12-01,53675.32943366363,40940.03548968576,0.7460588434292029,36,0.008,1399.2394351808155,0.23190269028575664,23,6033.735242383931,759,0.29743706223457467,0,0,digital,0.000264456293252735,baixo,A
902,2023-04-01,54997.637895149266,49922.00950835844,0.9025620903463726,36,0.010413212580168462,1802.6012842950722,0.2861284092614821,40,6299.973109792611,722,0.27537564807277404,0,0,agencia,0.002091974299729736,baixo,B
903,2024-03-01,46417.41233197577,42107.366834197936,0.924613761765159,36,0.013670617771445138,1630.1560526095973,0.2177993622148229,41,7484.668623601015,622,0.7039429291730942,0,0,agencia,0.0035638021700181407,baixo,B
904,2024-11-01,81422.71871042618,75437.98846855729,0.9241176190510788,36,0.013611805957653808,2916.977488377929,0.47567232094520107,39,6132.325468468816,635,0.739924928797224,0,0,parceiro,0.005484927343515723,baixo,B
905,2022-11-01,139407.20785187033,138303.44783658008,0.9525155340138867,48,0.012460599611882534,4259.996940676356,0.476303824584403,47,8943.864652763179,726,0.6352429334837064,0,0,agencia,0.005085792663980866,baixo,C
906,2024-11-01,38473.126699474924,33524.57631186045,0.8468180471563252,48,0.010742850321230537,986.5482774845495,0.11428321700630469,43,8632.486058124567,586,0.3562402642157712,0,0,parceiro,0.0014174022853825244,baixo,B
907,2024-09-01,34445.08195972162,27126.499840132416,0.7746502367077547,24,0.008,1303.8804256490316,0.26800696432582477,32,4865.099042963159,802,0.19351024511429263,0,0,agencia,0.00028731614649775997,baixo,A
908,2024-10-01,52569.523209770705,44462.792790941516,0.8415233595544679,36,0.014171135323521837,1739.148180327868,0.24440769785550392,30,7115.766792894013,607,0.3936554824367342,0,0,agencia,0.0027816014165984154,baixo,B
909,2024-07-01,106685.38445849316,105923.77599430067,1.0023737667894403,36,0.015315643540025296,4240.159747386555,0.28219012471582455,45,15025.8969964188,665,0.6710631332265705,0,0,parceiro,0.004584641677041965,baixo,C
910,2024-04-01,65262.37818953836,56493.39636756338,0.8771689095821694,60,0.014053339983374245,1576.6933309011665,0.1514154785534407,47,10413.026105152698,605,0.7682331015024535,0,0,agencia,0.0028374792808618867,baixo,B
911,2023-08-01,80784.47232454551,67992.98610882356,0.8573441457062049,36,0.011587473075213515,2518.98757524992,0.4699204762377244,31,5360.455018724507,605,0.39440957453951286,0,0,agencia,0.004303524100748093,baixo,B
912,2022-06-01,76424.70827365953,79770.93420981638,1.0095194304990038,48,0.00965234173419028,2277.8755166635137,0.14747583662612518,45,15445.754157260979,822,0.6338669778898391,0,0,parceiro,0.0008711990855753234,baixo,C
913,2022-05-01,69869.16510163972,60836.98371275422,0.8539219516364221,36,0.008,2079.2729100048,0.3912104609933826,27,5314.972674107433,832,0.11933707250612725,0,0,digital,0.0004605649453603975,baixo,A
914,2023-05-01,68142.56163718358,61487.333095827875,0.82,48,0.028310739030250442,2673.587578916732,0.6696873577556105,40,5039.2547620059895,512,0.8334388143920421,1,0,digital,0.13271630092045966,alto,D
915,2024-09-01,64132.89090988012,47562.929185681336,0.7443110817871198,36,0.008,1625.5952241683976,0.28063732973128414,31,5792.512442036623,785,0.0370313950190459,0,0,digital,0.0003672460621374216,baixo,A
916,2023-07-01,109718.2316295401,113011.5831765552,1.0244569540782746,36,0.009521845881511396,4000.0737460594114,0.26211041314933936,41,15261.025679969225,778,0.5431222743982922,0,0,parceiro,0.0017625824996223192,baixo,C
917,2023-08-01,32852.76860747469,30700.698435356328,0.8696759557538764,36,0.01064882851719292,1114.338357156828,0.18764949908451378,38,5938.403047134972,763,0.2709522919560639,0,0,digital,0.0013941638016874375,baixo,B
918,2022-06-01,80899.3717018834,63390.002682837025,0.8114594074932175,36,0.008,2166.529425026741,0.18937014040170091,38,11440.712989022431,860,0.34679801782261427,0,0,parceiro,0.0003785240337458682,baixo,B
919,2023-02-01,33436.55977867356,24052.03813155864,0.7239959088712938,24,0.008,1156.101299523585,0.19355590292259428,31,5972.95810702258,912,0.0975856541933074,0,0,digital,0.00011521346808047542,baixo,A
920,2024-11-01,104706.11414370092,109364.90418462188,1.075867738237709,48,0.010543073092878448,3200.869246737582,0.18848565208568926,52,16982.031318131336,707,0.33190081062276267,0,0,parceiro,0.0027354882641807935,baixo,C
921,2023-02-01,77119.6332930015,67378.26715766579,0.8883184737062089,36,0.017388106302969043,2808.8829096352556,0.6987886993996456,50,4019.6455839203863,728,0.16386024734307877,1,0,agencia,0.024013787644247223,medio,B
922,2023-02-01,114854.23061753326,97735.63061659149,0.9077215722370381,60,0.020181543497529826,3206.8918813809905,0.3802984802511262,51,13873.493054210787,507,0.7268747487726455,0,0,parceiro,0.06893760040417919,alto,D
923,2024-11-01,143477.60555444428,145208.5710920763,1.0076531196386493,48,0.013072685049886186,4543.791297562833,0.4048570237881532,51,11223.199872013169,741,0.23021280922347623,0,0,parceiro,0.005160231651366437,exposicao,C
924,2023-08-01,81077.52078404462,84336.64440099392,1.0440815619047068,60,0.013820199901377103,2338.0501677230386,0.1391958063534732,46,16796.84344645991,724,0.5922626481095077,0,0,parceiro,0.002357762018427227,baixo,C
925,2023-12-01,56484.74207588505,56764.79139438628,0.97,60,0.008958488084781963,1352.901222446499,0.11940131431626784,28,11330.706284044421,733,0.533533004060552,0,0,digital,0.0011831332191799561,baixo,B
926,2024-02-01,68484.41106782369,63769.51664728588,0.9077979057451021,36,0.010232758070071868,2293.405891302285,0.36093481381524056,36,6354.072268784412,718,0.42968495137440904,0,0,agencia,0.0014879424991790279,baixo,B
927,2023-06-01,34167.10318165771,26670.544689026618,0.7817408988674296,24,0.008,1281.9641813858796,0.16403192602249675,32,7815.333346814814,805,0.21669605939136558,0,0,digital,0.00022668361494645241,baixo,A
928,2023-03-01,115815.52576339332,110648.43947372377,0.9194662998015232,24,0.010733944171270132,5560.506982297782,0.6689190849829955,52,8312.675041166056,669,0.36833760992467796,0,0,agencia,0.00741440764629671,baixo,B
929,2024-02-01,30000.0,28629.08320042961,0.9317562205880464,36,0.010717736527570918,1040.7234877375338,0.1302727999442141,38,7988.80110186621,682,0.5205830475890815,0,0,agencia,0.0014481720073574943,baixo,B
930,2023-01-01,58012.04501336873,54033.45070397956,0.918294185704381,48,0.013978323408124294,1729.934528703975,0.16635151738240708,36,10399.271109305364,717,0.2740331527813678,0,0,agencia,0.0013110345394554308,baixo,B
931,2023-11-01,81830.01780620698,76750.7651755827,0.8848665579110119,60,0.009447251446204636,1859.2464414349138,0.3853235604730304,44,4825.156393635697,769,0.5423714848614599,0,0,parceiro,0.0020169578550364446,baixo,B
932,2022-09-01,48026.27668360526,42514.76246022156,0.86,24,0.013147898168943347,2218.6322498456116,0.31403696340836507,27,7064.876139948415,836,0.38611705736749496,0,0,digital,0.000538581533877377,baixo,A
933,2023-04-01,62382.948665757125,58831.831348315,0.901510920612489,36,0.014460959194656817,2314.8293074331264,0.416679754019486,26,5555.415844190197,568,0.4045772108180716,0,0,agencia,0.005792909357854732,baixo,B
934,2022-04-01,28804.52583136003,26226.1993057698,0.9466657892888243,60,0.025374486152154395,969.4843866491476,0.20142432243676575,24,8712.460480103613,664,0.9688309874173524,0,1,digital,0.07062253902758973,alto,D
935,2022-01-01,60996.37338250743,49972.22723016229,0.8030364667165271,24,0.008,2401.998388863134,0.5010360799984099,25,4794.0627127506605,867,0.30527349545695226,0,0,agencia,0.0005151015063686864,baixo,A
936,2024-04-01,90827.71275416565,79386.10442885659,0.8859457930773849,36,0.02533605423001786,3814.2340850037363,0.5769485396948539,48,6611.047298986268,587,0.7209387374969626,0,1,agencia,0.07427285495541956,alto,B
937,2023-08-01,152447.73134400498,146688.81414929568,0.95,48,0.01017626091327641,4250.211878117536,0.33569521862924595,38,12660.924678857655,763,0.4063894422576823,0,0,agencia,0.0026574356902489284,baixo,C
938,2022-05-01,166771.99718894158,154459.90070529893,0.9873769128931313,60,0.012905924231472049,4169.089898664277,0.27734495296301737,47,15032.146264511997,712,0.8223271253069354,0,0,parceiro,0.003601698506828863,baixo,C
939,2023-04-01,78601.98683104223,69690.2814291102,0.8753302079712088,36,0.01905694539669044,2998.308261108251,0.5061330102277063,43,5923.95319119638,767,0.38089208201044983,0,1,parceiro,0.023944352625495016,medio,B
940,2024-12-01,52562.29356959478,39196.90633871042,0.7997292069833108,36,0.008,1339.663154420814,0.34466712950437484,34,3886.831785633941,782,0.1767742658044149,0,0,digital,0.00040806456850202077,baixo,A
941,2024-12-01,93054.54528854378,80989.73030222327,0.8763467106509308,36,0.009312840168261675,2853.1102614774927,0.580875077494901,54,4911.7450068298685,743,0.20975765491815979,0,0,parceiro,0.003076180689235117,baixo,B
942,2024-01-01,72339.37570740121,68708.59429435272,0.9633619024269431,48,0.03074762054161274,3121.5296760473157,0.7074570679199444,44,5514.964362875688,537,0.9164408462619108,0,1,parceiro,0.14296245912463756,alto,D
943,2022-10-01,48271.102744900825,35873.07171963795,0.7285262561821095,24,0.008,1724.298980657264,0.23789632888325332,19,7248.1109260978,731,0.3269214597235059,0,0,agencia,0.000298303801865097,baixo,A
944,2024-02-01,81884.5525404558,79469.87541868188,0.941227018228683,36,0.012550755001001713,3005.4220884798337,0.5650168767658841,22,5319.172244345432,689,0.39254696051250204,0,0,digital,0.007842116328613305,baixo,B
945,2022-01-01,41094.81230046237,32398.027582851722,0.7734201654370833,36,0.008,1107.2925871650211,0.15617148851009807,21,7090.235213410439,771,0.32482040141031115,0,0,agencia,0.00020803011625428213,baixo,A
946,2022-10-01,165045.27934611784,168643.28707831234,1.0059490851227064,60,0.01337246221501809,4614.862238722149,0.2081371224344409,41,22172.220816475157,798,0.6981791030191626,0,0,parceiro,0.0020795359780741264,exposicao,C
947,2024-11-01,74572.66203083635,82105.58596407025,1.163319385560332,48,0.01885094809432552,2948.7475523284265,0.7895940715470313,48,4672.02701478603,593,0.6525293992970005,0,0,agencia,0.10734143296145805,alto,D
948,2023-10-01,45486.71009749067,42884.2441084542,0.9899534379551638,60,0.017870594949427436,1327.830966747214,0.69434858827765,43,2279.447266859638,590,0.9584108692276362,0,0,agencia,0.07763617005072249,alto,D
949,2024-10-01,56915.311430280846,47716.28579332329,0.8206662598904307,48,0.008,1299.473516438171,0.13042074084920485,49,9963.70292007963,779,0.10656622816061734,0,0,digital,0.0005246076358357327,baixo,B
950,2023-12-01,74718.49534974027,57339.977432523636,0.7655787961028304,24,0.008,2756.141581923303,0.37417164449611984,22,7365.981956315463,812,0.11127270443025265,0,0,digital,0.0005281272045213024,baixo,A
951,2022-12-01,62363.05912675361,49136.44423755802,0.7855614015957475,36,0.008,1679.3744719414274,0.30406545821668024,26,5523.06888717589,819,0.09822052315763212,0,0,digital,0.00030212815522586567,baixo,A
952,2022-11-01,110225.24033103051,106879.42302625695,0.9490313189253146,48,0.01067640350169697,3139.524923385858,0.7569280404056078,51,4147.719143425458,632,0.2008422267208295,0,0,agencia,0.012231811546429975,baixo,B
953,2022-04-01,112451.67762843626,121933.20406010038,1.0335579680886728,48,0.013826347147552173,3888.9877311040377,0.22313628605861346,54,17428.75531271717,692,0.412586523314182,0,0,parceiro,0.003568594671689308,exposicao,C
954,2023-07-01,110531.38752193359,119443.90034039774,1.1159404249045104,48,0.015047240922531051,3926.255506543956,0.21939780740165016,35,17895.600475879804,665,0.4344077221273097,0,0,agencia,0.006802963038943476,baixo,C
955,2024-11-01,69755.08863672233,70644.1180728225,1.0253536968794583,60,0.0186873979327812,2233.525764710146,0.5998897654864804,35,4809.471221139677,512,0.9861870196295457,0,0,agencia,0.08990623424939444,alto,D
956,2022-07-01,41637.42480604484,34066.68842429261,0.8536206364897032,36,0.008,1164.3237065902674,0.137964314847617,34,8439.310613590731,876,0.24778496883775272,0,0,digital,0.00015681575085655386,baixo,A
957,2022-08-01,103833.7613136377,93741.1071848906,0.9259601349373131,36,0.013949868084575372,3650.0605074897503,0.6964556246739426,56,5240.908936873885,605,0.30061632463987986,0,0,digital,0.011902935735589829,baixo,B
958,2024-03-01,70000.0,79299.33603476048,1.1030208731734246,48,0.014315124496008733,2560.213394954919,0.1120979211069719,34,22839.080062080535,620,0.17458553197121138,0,0,agencia,0.003607157410840235,baixo,C
959,2023-12-01,174937.1712339833,180282.16784448802,1.0219252763002906,60,0.015058013536949447,5176.455856506449,0.4415507655572434,33,11723.353825405982,704,0.4960526081121723,0,0,agencia,0.006481331220921891,exposicao,C
960,2022-02-01,180000.0,171857.23084992112,0.9990256483996425,48,0.01072116861573889,5054.367255860798,0.19623950848734448,44,25756.114529744427,732,0.7623127763336751,0,0,parceiro,0.0014362560649164421,baixo,C
961,2023-11-01,53205.53582020532,43709.81263859639,0.8033677977670411,24,0.008,2100.9849941618663,0.21593628285893102,27,9729.652499086587,761,0.35546477979752916,0,0,digital,0.0002740331740797016,baixo,A
962,2023-04-01,99824.40063879927,116629.30962831763,1.1453806315336275,36,0.0268198384336224,5742.086437916165,0.8,35,5825.816623809223,551,0.8343317291572053,1,0,parceiro,0.13603474298740173,alto,D
963,2024-07-01,104550.5974522243,114888.30623899466,1.059374835406824,36,0.011419915865795053,4240.953672942487,0.5179002160669277,48,8188.7466762408785,757,0.874477097584525,0,0,parceiro,0.004498994981870892,baixo,C
964,2024-09-01,79708.77402576007,81321.2838646261,1.0139791115850167,48,0.02026485375492309,3012.5645535897647,0.6537587367033635,38,6191.812903457136,515,0.9043788612657697,0,0,parceiro,0.1029354465026731,alto,D
965,2022-10-01,141879.164527839,136086.26771545334,0.9580093571672363,48,0.011132633497808759,4047.1294114539396,0.21266826825140367,51,19030.24576600053,703,0.4098464375960161,0,0,parceiro,0.0026534509796719593,baixo,C
966,2022-04-01,38179.45644864965,31963.837742858745,0.7965197136069102,24,0.008,1536.3951341734103,0.45611477423360447,19,3368.439745796368,835,0.36753794587429556,0,0,digital,0.00031202690687539484,baixo,A
967,2024-12-01,43416.30602056807,32300.877796692006,0.7608812911785563,24,0.008,1552.5955260943292,0.20953827716210413,30,7409.603377110913,901,0.19764187716710285,0,0,digital,0.0001394195293871345,baixo,A
968,2023-09-01,68780.60349587837,54950.47513042834,0.8378674148104375,36,0.009886366069448706,1961.0104972199842,0.2147444379294274,35,9131.833709539156,619,0.5281142623098521,0,0,parceiro,0.00215267116429768,baixo,B
969,2023-02-01,46285.21792580572,50135.827670105544,1.088568026667748,60,0.021533985137928074,1699.2964621757133,0.4431619837639029,33,5553.426426377983,603,0.7728009068603229,0,0,digital,0.06427982095114267,alto,D
970,2022-05-01,65267.51509508247,57719.26233211256,0.9311828191868843,48,0.01672787880765843,1974.9012920462303,0.673745556347816,45,3409.1452820781215,595,0.6645354070994659,0,0,parceiro,0.06636511733910046,alto,D
971,2022-06-01,36940.091631703624,30335.604187410507,0.8165860953629575,24,0.013545415264756434,1592.7101926293785,0.48158927910763594,27,3307.1961144579495,770,0.07223973926596307,1,0,digital,0.0037128597810236618,baixo,A
972,2023-01-01,45798.45280969231,40793.617924407066,0.8952036245662554,36,0.009977733731852475,1458.7783395426784,0.22565535526412064,32,6464.629823809128,737,0.4927659877524752,0,0,digital,0.0012464086738806317,baixo,B
973,2023-07-01,97840.3194593622,92499.94803986826,0.9358570509019335,36,0.012764871357743726,3514.0429509689698,0.46752761488410843,39,7516.225435881551,605,0.5737096271668427,0,0,agencia,0.005295360876004489,baixo,B
974,2024-07-01,95776.18231956847,89570.59944343026,0.8960245893389102,36,0.0170512127423656,3709.902084018866,0.6041087599213043,53,6141.116186598826,639,0.3325985108867997,1,0,digital,0.02091080807916064,medio,B
975,2024-06-01,70000.0,80549.92351688248,1.1104812167497193,60,0.010230332335428461,2001.7407150182164,0.12010812156091588,38,16666.156201626905,747,0.8680692461518326,0,0,agencia,0.0016247780007842608,baixo,C
976,2024-02-01,139843.32150642047,137273.61454677742,1.0047403286895766,48,0.01010138290002999,3969.18964381103,0.22423781769205683,41,17700.803926222077,751,0.3901526125126098,0,0,agencia,0.0017846548796887126,exposicao,C
977,2022-06-01,61776.44952039677,62744.864786868624,0.957340648365801,48,0.011576002396604208,1888.2524471776815,0.2733962933041203,40,6906.649773328232,608,0.38433276060373994,0,0,agencia,0.0024267116643784223,baixo,B
978,2023-12-01,74026.00698634188,55077.042591556645,0.7440315901061669,24,0.008,2647.369847234156,0.23689293715934878,31,11175.38529843704,773,0.2791425469746891,0,0,digital,0.0002935561470356582,baixo,A
979,2023-05-01,51327.96596097216,49040.20768514428,0.9454737711921493,60,0.028868145311380856,1949.8966679964378,0.47454142020416007,22,6371.3030178434165,556,0.7250057545428492,0,1,agencia,0.13242462783612702,alto,D
980,2023-08-01,51934.64756237269,48747.88402242639,0.9496789240468616,36,0.021424768448889284,2189.63759155488,0.24296846551495868,43,9012.02379047034,695,0.34150418814519184,0,1,agencia,0.024272861649819403,medio,B
981,2024-11-01,48923.78983909576,35541.21250391379,0.7254421411335018,24,0.008,1708.3476143547896,0.3102240135388526,35,5506.819394369145,762,0.3654111690081178,0,0,parceiro,0.00032214223625988956,baixo,A
982,2022-11-01,67526.07244251069,59390.36343667298,0.8654402668557721,60,0.027096760879473093,2277.2685718820403,0.61343924379316,24,4426.342367013083,684,0.6814447748365966,0,1,agencia,0.1223355543227545,alto,D
983,2023-10-01,65272.34334168237,57785.03743012775,0.8505914826555081,36,0.011114121447684075,2118.923867700588,0.2754570365715158,44,7692.393318659913,720,0.3148211845705642,0,0,digital,0.0015902137976197496,baixo,B
984,2024-12-01,107324.31493488992,100497.49842137354,0.9562317322119919,48,0.011615805204496142,3027.5853759400825,0.2686992416726417,42,11267.562041089095,737,0.5456549279397825,0,0,parceiro,0.0025756683589886827,baixo,C
985,2022-07-01,42886.549820472865,33622.40741425002,0.768888107763269,36,0.008,1149.139168958145,0.2462064626683664,25,4667.380199950337,785,0.29993419397484605,0,0,digital,0.00033447248807888036,baixo,A
986,2024-07-01,52040.955905600655,47054.39869800378,0.8925785591241369,48,0.01931769493961493,1707.4859885671196,0.36213976209181625,47,6766.130893839818,495,0.7951913042617544,0,0,agencia,0.0617466115431193,alto,D
987,2024-12-01,31541.57770907868,26390.58914398041,0.7745955681467809,24,0.008643592388343087,1282.095477358223,0.4747394769342876,26,2700.6295866473474,740,0.14029763476434742,0,0,digital,0.0005611608788443102,baixo,A
988,2023-06-01,74802.20024656883,67207.68626583366,0.9037454905429966,36,0.011432909521011897,2481.5836910059993,0.32620127363344104,44,7607.522997579111,664,0.6570645153310181,0,0,agencia,0.002305698340339492,baixo,B
989,2022-08-01,42845.76412483835,37536.63821911858,0.8719987290050764,36,0.013734922020245482,1455.134634048924,0.19389176056572166,46,7504.881227563514,559,0.48023558041508113,0,0,parceiro,0.0032298403750920554,baixo,B
990,2024-05-01,162170.6778465786,169145.90959241564,1.0250921165883768,48,0.011470819001265927,5076.066807499931,0.39635894059818116,33,12806.742292325182,744,0.3978117927094166,0,0,digital,0.003482288851400037,exposicao,C
991,2023-01-01,51010.385935870414,47306.37904468215,0.8815968363600284,36,0.016952177846698967,1955.6230052535484,0.6035330627261855,46,4134.316915191464,560,0.863054937022311,0,0,agencia,0.04833569737339049,medio,D
992,2024-12-01,126614.29263835607,119472.48696696668,0.9912471592814402,48,0.010350891408663888,3478.327536279606,0.1702250995108456,39,20433.693657837986,776,0.31182253265855825,0,0,parceiro,0.0014374153043791946,baixo,C
993,2022-02-01,100695.37350182225,105302.58473403787,1.0000445830756362,48,0.009387130686723744,2984.59514826436,0.17038822704948428,44,17516.43995566414,815,0.5825677076009844,0,0,agencia,0.0012476841655433071,baixo,C
994,2023-07-01,57360.12654504684,51216.817660398265,0.8434221430839004,60,0.008,1181.4012606998533,0.11901693595530974,36,9926.328981813676,804,0.5128332675802604,0,0,digital,0.000405572998765525,baixo,B
995,2024-06-01,77096.02277677439,65934.75980561745,0.8861499660554087,36,0.0102995940392098,2374.8021129681297,0.18183575206568856,35,13060.14953599569,617,0.5098108093086076,0,0,agencia,0.0015902122881494385,baixo,B
996,2024-12-01,95018.61313076661,80765.11536710034,0.9106212559422814,48,0.011562086776779994,2429.6571880767733,0.2603481615532211,30,9332.338563796988,656,0.37338777995168626,0,0,parceiro,0.002595276508144758,baixo,B
997,2024-05-01,75049.6190141513,71006.39444067984,0.9740685968003707,48,0.022238118101446845,2742.538752604636,0.763236653597669,37,4149.713248994396,646,0.7726535190252184,1,0,digital,0.12322262110934092,alto,D
998,2022-08-01,91494.83387694869,75841.60818865031,0.8262959191473672,60,0.011567313627952928,1965.8537375173246,0.21838388357059288,27,9001.826075145604,589,0.43904395210469094,0,0,parceiro,0.0020494143013392433,baixo,B
999,2022-10-01,25000.0,17989.376480424668,0.7329171397739903,36,0.008,614.8369117087365,0.05,27,12560.305781779276,791,0.39893454350443147,0,0,digital,0.00012087635652898057,baixo,A
1000,2024-08-01,72442.17538776361,56534.35366090011,0.7828837920335903,36,0.01004497029046788,2024.7074351344174,0.45377573203691973,25,4461.91211250073,750,0.2844261833771895,0,0,digital,0.0010205679230590615,baixo,A
1001,2023-10-01,49490.81582155165,39200.76257544757,0.7762804593957054,36,0.008,1339.7949520230745,0.26396460081421924,29,5075.66146328096,859,0.3120429887003921,0,0,digital,0.00019147481053527758,baixo,A
1002,2024-12-01,138966.56054044585,132917.13688815304,0.95,48,0.011752222538162034,4018.7644359791243,0.28202257895830085,40,14249.796774510487,671,0.8188339011207681,0,0,digital,0.00440960171070735,baixo,C
1003,2024-10-01,40994.095797710055,38355.61771136385,0.8791197637350185,60,0.03627717283062356,1752.4069933817755,0.8,37,2654.3510901765953,582,0.8214356839201595,1,1,digital,0.14820067157326958,alto,D
1004,2022-07-01,41161.13622779818,33528.85524074716,0.804831897565896,36,0.008671312401354157,1163.9484326225938,0.2642527529573664,36,4404.678549594453,749,0.5692804349178161,0,0,parceiro,0.00045052877676632623,baixo,A
1005,2022-01-01,78930.5965537165,66560.063667851,0.8574337155664722,36,0.013360712360308724,2560.3225497203,0.5698372963815486,44,4493.076472842825,663,0.5167954036702491,0,0,agencia,0.006551642478784053,baixo,B
1006,2022-07-01,51691.835357418546,42682.578263976844,0.8270751658106245,36,0.012594467088830044,1615.6786357690119,0.358122664160127,29,4511.522998853251,661,0.41008754301522865,0,0,digital,0.0027795968924659714,baixo,B
1007,2022-02-01,48826.732605252975,37606.73712469379,0.7824254759036112,24,0.008,1807.630497793615,0.3999643469032948,22,4519.479078045604,737,0.25052544837445956,0,0,digital,0.0006277393677129719,baixo,A
1008,2022-07-01,57140.88110015747,67532.31594781684,1.1290443037208457,60,0.028116482094720497,2644.55552085972,0.8,27,2545.158882374753,537,0.5351264421803655,0,1,agencia,0.14628210837826947,alto,D
1009,2024-03-01,60928.52209100751,51888.74223231335,0.8700417634809164,36,0.011861415117463334,1933.7330801300088,0.3468711285320625,48,5574.788216919204,732,0.6091417705202703,0,0,agencia,0.002841231328553829,baixo,B
1010,2024-04-01,124957.29668268898,121063.90592548683,0.95,36,0.012052144994126044,4530.15007392333,0.3055568778492524,41,14825.881537375491,813,0.8576293344028891,0,0,parceiro,0.0019260397392706213,baixo,C
1011,2022-09-01,99356.8193147905,91507.81057137233,0.9078782202445127,24,0.012636247849725158,4737.877740126296,0.5567162929675504,39,8510.398923069519,658,0.2644575242564078,0,0,agencia,0.005426004296004495,baixo,B
1012,2022-04-01,81193.75856893671,72115.43050601405,0.8913216731387085,48,0.01165832601328005,2175.000961750349,0.3612849402120679,37,6020.181634124194,712,0.6761420963491933,0,0,parceiro,0.003168898325799955,baixo,B
1013,2023-01-01,41495.39809139687,32812.45436215458,0.8031637561403495,24,0.00828844156605403,1584.756886918734,0.47687397425166805,37,3323.219492960599,723,0.46423816427465137,0,0,agencia,0.0009529742783028859,baixo,A
1014,2022-12-01,33059.63950002849,28617.115834141685,0.8492529764368515,36,0.008,978.0694256202203,0.16648563336223823,30,5874.797758027228,790,0.5244582567347841,0,0,digital,0.00021132632351261824,baixo,A
1015,2023-11-01,61498.66818824106,54564.604874809585,0.8542484873592416,36,0.00814785390239196,1871.351011754065,0.15590209478046535,39,12003.37310662324,731,0.3413350784882117,0,0,parceiro,0.0007639209695817435,baixo,B
1016,2022-06-01,49420.92531847835,41199.46162664261,0.8435719477815133,24,0.008,1980.3207888539546,0.3107154358473364,31,6373.422625282589,769,0.18108996204404101,0,0,digital,0.00044390328877837626,baixo,A
1017,2022-08-01,53618.927039333896,40543.46759768272,0.7708760417062704,24,0.008,1948.789342528616,0.31037845142347076,27,6278.752064104309,727,0.08936049396325117,0,0,agencia,0.0003919829498344514,baixo,A
1018,2024-04-01,180000.0,172545.7788577003,0.95,60,0.01217880028031441,4556.883444897055,0.4584503176838115,41,9939.754143741025,736,0.7325936243247897,0,0,digital,0.004883762285773369,baixo,C
